Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2
Anthony Smith,Jimmy Crute,0,0,26,18,0,3,0,0,Light Heavyweight,KO/TKO,1,5:00,27541033b97c076d,W,L,3 Rnd (5-5-5),Keith Peterson,Leg Injury,26 of 39,18 of 35,0.66,0.51,0,0,0,0,2,57,0.62,0.33,0.8,0.4,1.0,1.0,0.67,0.52,0,0,0,0.5,0.68,0.6
Randy Brown,Alex Oliveira,1,0,16,7,0,0,1,0,Welterweight,SUB Rear Naked Choke,1,2:50,27541033b97c076d,L,W,3 Rnd (5-5-5),Dan Miragliotta,"Rear Naked Choke
      One-arm RNC",7 of 12,16 of 32,0.58,0.5,0,1,0,0,0,83,0.17,0.42,1.0,0.5,1.0,0.83,0.58,0.38,0,0,0,0.73,0.64,0.59
Dwight Grant,Stefan Sekulic,0,0,49,33,1,3,0,1,Welterweight,S-DEC,3,5:00,27541033b97c076d,W,L,3 Rnd (5-5-5),James Folsom,Howard Reichbach28 - 29.Derek Cleary29 - 28.Chris Lee28 - 29.,49 of 156,33 of 52,0.31,0.63,0,1,0,0,25,124,0.22,0.45,0.59,0.71,0.85,1.0,0.3,0.62,1.0,0,1.0,1.0,0.33,0.66
Brendan Allen,Karl Roberson,0,0,9,6,2,0,1,0,Middleweight,SUB Ankle Lock,1,4:55,27541033b97c076d,L,W,3 Rnd (5-5-5),Dan Miragliotta,Ankle Lock On Ground,6 of 14,9 of 16,0.42,0.56,0,1,0,0,0,196,0.45,0.36,0.0,1.0,1.0,1.0,0.43,0.56,0,0,0,0,0.62,0.68
Pat Sabatini,Tristan Connelly,1,0,26,19,1,1,1,0,Featherweight,U-DEC,3,5:00,27541033b97c076d,W,L,3 Rnd (5-5-5),Josh Rutgers,Chris Lee27 - 30.Troy Wincapaw28 - 29.Eric Colon28 - 29.,26 of 45,19 of 50,0.57,0.38,1,0,0,0,598,80,0.5,0.24,1.0,1.0,0.5,1.0,0.41,0.33,0.67,0.67,0.92,0.5,0.74,0.7
Batgerel Danaa,Kevin Natividad,1,0,7,3,0,0,0,0,Bantamweight,KO/TKO Punch,1,0:50,27541033b97c076d,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,7 of 15,3 of 8,0.46,0.37,0,0,0,0,4,0,0.47,0.2,0,0.67,0,0,0.38,0.38,0,0,0.57,0,0.5,0.38
Kazula Vargas,Rongzhu,0,0,96,42,0,3,1,0,Lightweight,U-DEC,3,5:00,27541033b97c076d,W,L,3 Rnd (5-5-5),Keith Peterson,Troy Wincapaw26 - 30.Eric Colon28 - 29.Howard Reichbach28 - 29.,96 of 176,42 of 105,0.54,0.4,1,0,1,0,70,164,0.41,0.4,0.85,0.5,0.81,0,0.54,0.4,1.0,0,1.0,0.4,0.58,0.43
Jeff Molina,Aoriqileng,2,0,189,116,0,3,0,0,Flyweight,U-DEC,3,5:00,27541033b97c076d,L,W,3 Rnd (5-5-5),Josh Rutgers,Barry Luxenberg28 - 29.Sal D'amato28 - 29.Tony Weeks27 - 29.,116 of 258,189 of 356,0.44,0.53,0,0,0,0,120,43,0.36,0.51,0.87,0.82,1.0,0.67,0.45,0.52,0.5,1.0,0,1.0,0.46,0.56
Ariane Carnelossi,Liang Na,0,0,24,19,0,3,0,1,Women's Strawweight,KO/TKO Punches,2,1:28,27541033b97c076d,L,W,3 Rnd (5-5-5),James Folsom,Punches to Head From Guard,19 of 27,24 of 32,0.7,0.75,1,0,2,3,168,156,0.62,0.74,1.0,0,0,1.0,0.59,0.55,1.0,1.0,0.67,0.81,0.77,0.81
Robert Whittaker,Kelvin Gastelum,0,0,150,62,4,1,0,0,Middleweight,U-DEC,5,5:00,4a35913bd9aa4161,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell45 - 50.Derek Cleary45 - 50.Sal D'amato45 - 50.,150 of 284,62 of 209,0.52,0.29,0,0,0,0,259,26,0.48,0.23,0.68,0.7,0.92,0.93,0.52,0.29,0.71,0.5,0.58,0,0.56,0.32
Andrei Arlovski,Chase Sherman,0,0,105,88,0,0,0,0,Heavyweight,U-DEC,3,5:00,4a35913bd9aa4161,W,L,3 Rnd (5-5-5),Keith Peterson,Mike Bell28 - 29.Derek Cleary28 - 29.Tony Weeks28 - 29.,105 of 222,88 of 192,0.47,0.45,0,0,0,0,39,0,0.35,0.36,0.67,0.8,0.86,0.94,0.47,0.45,0.4,0.8,0,0,0.48,0.49
Jacob Malkoun,Abdul Razak Alhassan,0,0,27,21,8,0,2,0,Middleweight,U-DEC,3,5:00,4a35913bd9aa4161,L,W,3 Rnd (5-5-5),Chris Tognoni,Chris Lee27 - 30.Adalaide Byrd27 - 30.Junichiro Kamijo27 - 30.,21 of 47,27 of 55,0.44,0.49,0,2,0,0,2,701,0.33,0.47,0.75,0.67,0.5,1.0,0.37,0.49,0.83,0.33,0.67,0.67,0.54,0.67
Tracy Cortez,Justine Kish,0,1,66,55,3,0,1,0,Women's Flyweight,S-DEC,3,5:00,4a35913bd9aa4161,W,L,3 Rnd (5-5-5),Keith Peterson,Derek Cleary28 - 29.Sal D'amato29 - 28.Rick Winter27 - 30.,66 of 112,55 of 119,0.58,0.46,1,0,0,0,386,38,0.51,0.35,0.79,0.57,0.7,0.89,0.53,0.45,1.0,0.67,0.62,0.5,0.61,0.51
Luis Pena,Alexander Munoz,0,0,90,80,0,4,0,0,Lightweight,S-DEC,3,5:00,4a35913bd9aa4161,W,L,3 Rnd (5-5-5),Herb Dean,Sal D'amato28 - 29.Mike Bell29 - 28.Rick Winter28 - 29.,90 of 195,80 of 169,0.46,0.47,0,0,0,0,3,141,0.43,0.36,0.63,0.53,0.8,0.95,0.47,0.47,0.22,0.5,0,0,0.46,0.48
Alexandr Romanov,Juan Espino,0,0,32,12,2,4,0,0,Heavyweight,S-DEC,3,1:05,4a35913bd9aa4161,W,L,3 Rnd (5-5-5),Mark Smith,Technical Decision: Groin Strike to RomanovDave Hagen28 - 29.Chris Lee29 - 28.Tony Weeks28 - 29.,32 of 53,12 of 22,0.6,0.54,0,0,0,0,341,175,0.52,0.47,1.0,1.0,1.0,0.67,0.4,0.41,1.0,1.0,0.67,1.0,0.69,0.79
Jessica Penne,Loopy Godinez,0,0,31,40,1,3,0,0,Women's Strawweight,S-DEC,3,5:00,4a35913bd9aa4161,W,L,3 Rnd (5-5-5),Chris Tognoni,Rick Winter29 - 28.Mike Bell28 - 29.Derek Cleary28 - 29.,31 of 87,40 of 74,0.35,0.54,0,0,0,0,270,250,0.3,0.49,0.5,0.88,0,0.67,0.35,0.54,0.4,0.75,0,0.0,0.62,0.64
Gerald Meerschaert,Bartosz Fabinski,0,0,8,6,0,1,1,0,Middleweight,SUB Guillotine Choke,1,2:00,4a35913bd9aa4161,L,W,3 Rnd (5-5-5),Herb Dean,Guillotine Choke On Ground,6 of 13,8 of 10,0.46,0.8,0,1,0,1,13,86,0.22,0.78,1.0,1.0,0,0,0.22,0.71,1.0,1.0,0,0,0.7,0.86
Austin Hubbard,Dakota Bush,0,0,67,41,1,1,0,0,Lightweight,U-DEC,3,5:00,4a35913bd9aa4161,W,L,3 Rnd (5-5-5),Keith Peterson,Derek Cleary28 - 29.Junichiro Kamijo28 - 29.Tony Weeks28 - 29.,67 of 115,41 of 104,0.58,0.39,0,0,2,1,402,91,0.42,0.29,0.83,0.3,0.93,0.72,0.54,0.39,0.67,0,0.76,0,0.7,0.44
Tony Gravely,Anthony Birchak,2,0,39,18,4,0,0,1,Bantamweight,KO/TKO Punch,2,1:31,4a35913bd9aa4161,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,39 of 75,18 of 45,0.52,0.4,0,1,0,1,274,27,0.48,0.32,0.83,0.5,0.75,1.0,0.52,0.31,0.2,0.6,0.57,1.0,0.58,0.51
Marvin Vettori,Kevin Holland,0,0,24,37,11,0,1,0,Middleweight,U-DEC,5,5:00,9114c8ded5ccd71d,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary44 - 50.Sal D'amato44 - 50.Junichiro Kamijo44 - 50.,24 of 64,37 of 103,0.37,0.35,1,0,0,0,1201,3,0.36,0.3,0.67,0.5,0,0.67,0.35,0.36,0.4,0.33,0.44,0,0.61,0.64
Arnold Allen,Sodiq Yusuff,1,0,21,47,2,0,0,1,Featherweight,U-DEC,3,5:00,9114c8ded5ccd71d,W,L,3 Rnd (5-5-5),Jason Herzog,Mike Bell28 - 29.Sal D'amato28 - 29.Rick Winter28 - 29.,21 of 61,47 of 113,0.34,0.41,0,1,0,0,309,153,0.28,0.28,0.86,0.71,0.0,1.0,0.31,0.34,0.67,0.67,0.33,0,0.38,0.48
Julian Marquez,Sam Alvey,1,0,61,29,0,0,1,0,Middleweight,SUB Rear Naked Choke,2,2:07,9114c8ded5ccd71d,L,W,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,29 of 78,61 of 100,0.37,0.61,0,1,0,0,5,16,0.33,0.59,0.5,0.68,0.67,0,0.36,0.55,1.0,1.0,0,0.79,0.37,0.61
Mackenzie Dern,Nina Nunes,0,0,12,4,1,0,1,0,Women's Strawweight,SUB Armbar,1,4:48,9114c8ded5ccd71d,L,W,3 Rnd (5-5-5),Chris Tognoni,Armbar From Mount,4 of 7,12 of 22,0.57,0.54,0,1,0,0,0,240,0.4,0.5,1.0,0,1.0,1.0,0.57,0.53,0,0.0,0,0.67,0.62,0.7
Daniel Rodriguez,Mike Perry,0,0,129,61,0,2,0,0,Welterweight,U-DEC,3,5:00,9114c8ded5ccd71d,L,W,3 Rnd (5-5-5),Mike Beltran,Derek Cleary27 - 30.Junichiro Kamijo27 - 30.Tony Weeks26 - 30.,61 of 132,129 of 235,0.46,0.54,0,0,0,0,169,0,0.32,0.47,0.67,0.79,0.77,0.93,0.46,0.55,0.5,0,0,0,0.47,0.58
Joe Solecki,Jim Miller,0,0,19,11,1,0,0,0,Lightweight,U-DEC,3,5:00,9114c8ded5ccd71d,L,W,3 Rnd (5-5-5),Herb Dean,Mike Bell28 - 29.Junichiro Kamijo28 - 29.Adalaide Byrd27 - 30.,11 of 34,19 of 42,0.32,0.45,0,0,0,0,123,563,0.27,0.36,0.5,0.5,0.5,1.0,0.29,0.44,1.0,1.0,0.0,0,0.59,0.64
Mateusz Gamrot,Scott Holtzman,1,0,39,10,2,0,0,0,Lightweight,KO/TKO Punches,2,1:22,9114c8ded5ccd71d,L,W,3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground,10 of 48,39 of 63,0.2,0.61,0,0,0,0,0,50,0.15,0.45,0.33,0.8,0.38,0.93,0.21,0.58,0,1.0,0,0.6,0.21,0.63
John Makdessi,Ignacio Bahamondes,0,0,124,112,0,0,0,0,Lightweight,S-DEC,3,5:00,9114c8ded5ccd71d,W,L,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato28 - 29.Derek Cleary29 - 28.Dave Hagen27 - 30.,124 of 232,112 of 312,0.53,0.35,0,0,0,0,13,74,0.44,0.28,0.73,0.88,0.86,0.79,0.51,0.33,0.75,0.87,0,0,0.56,0.37
Jarjis Danho,Yorgan De Castro,1,0,10,2,0,0,0,0,Heavyweight,KO/TKO Punch,1,3:02,9114c8ded5ccd71d,L,W,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance,2 of 11,10 of 12,0.18,0.83,0,0,0,0,8,42,0.18,0.75,0,0.5,0,1.0,0.18,0.8,0,1.0,0,1.0,0.33,0.83
Jack Shore,Hunter Azure,0,0,36,45,6,0,0,1,Bantamweight,S-DEC,3,5:00,9114c8ded5ccd71d,L,W,3 Rnd (5-5-5),Herb Dean,Sal D'amato27 - 30.Dave Hagen29 - 28.Mike Bell27 - 30.,45 of 80,36 of 57,0.56,0.63,1,0,1,1,242,317,0.32,0.57,0.74,1.0,0.79,0.73,0.55,0.63,0.55,0.6,0.8,0.75,0.64,0.68
Luis Saldana,Jordan Griffin,0,0,36,33,0,4,1,2,Featherweight,U-DEC,3,5:00,9114c8ded5ccd71d,W,L,3 Rnd (5-5-5),Jason Herzog,Derek Cleary28 - 29.Adalaide Byrd28 - 29.Junichiro Kamijo28 - 29.,36 of 88,33 of 69,0.4,0.47,1,2,1,1,138,378,0.28,0.4,0.8,0.82,0.82,0.67,0.38,0.45,0.67,0.67,0,0.67,0.43,0.51
Da Woon Jung,William Knight,0,0,28,17,8,0,0,0,Light Heavyweight,U-DEC,3,5:00,9114c8ded5ccd71d,W,L,3 Rnd (5-5-5),Mark Smith,Sal D'amato26 - 30.Rick Winter26 - 30.Tony Weeks27 - 30.,28 of 46,17 of 29,0.6,0.58,0,0,0,0,724,9,0.54,0.38,0.0,1.0,1.0,0.73,0.48,0.65,0,0.0,0.74,0,0.74,0.76
Impa Kasanganay,Sasha Palatnikov,0,0,13,13,2,0,1,0,Welterweight,SUB Rear Naked Choke,2,0:26,9114c8ded5ccd71d,W,L,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,13 of 29,13 of 24,0.44,0.54,1,0,0,0,174,56,0.42,0.38,0,1.0,0.67,0.75,0.38,0.44,1.0,0.75,0,0,0.51,0.72
Francis Ngannou,Stipe Miocic,2,0,36,12,1,0,0,0,Heavyweight,KO/TKO Punch,2,0:52,6597b611f1c32555,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,12 of 13,36 of 56,0.92,0.64,0,0,0,0,4,22,0.75,0.61,1.0,0.5,1.0,1.0,0.92,0.47,0,1.0,0,0.92,0.92,0.66
Vicente Luque,Tyron Woodley,0,0,25,18,0,0,1,0,Welterweight,SUB D'Arce Choke,1,3:56,6597b611f1c32555,L,W,3 Rnd (5-5-5),Jason Herzog,D'Arce Choke On Ground,18 of 40,25 of 33,0.45,0.75,0,1,0,0,22,123,0.26,0.68,0.83,0.91,1.0,0,0.29,0.7,0.83,0.9,0,0,0.49,0.84
Sean O'Malley,Thomas Almeida,2,0,86,25,0,1,0,0,Bantamweight,KO/TKO Punch,3,3:52,6597b611f1c32555,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head On Ground,86 of 149,25 of 71,0.57,0.35,0,0,0,0,8,22,0.41,0.21,0.83,0.33,1.0,0.68,0.57,0.35,1.0,0,1.0,0.4,0.58,0.35
Miranda Maverick,Gillian Robertson,0,0,71,27,3,2,0,1,Women's Flyweight,U-DEC,3,5:00,6597b611f1c32555,L,W,3 Rnd (5-5-5),Jason Herzog,Sal D'amato27 - 30.Mike Bell27 - 30.Eric Colon28 - 29.,27 of 68,71 of 150,0.39,0.47,1,0,1,1,209,280,0.31,0.43,0.71,0.7,0.5,0.6,0.39,0.38,1.0,1.0,0,0.9,0.43,0.6
Jamie Mullarkey,Khama Worthy,1,0,6,5,0,0,0,0,Lightweight,KO/TKO Punch,1,0:46,6597b611f1c32555,W,L,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,6 of 13,5 of 10,0.46,0.5,0,0,0,0,4,0,0.45,0.38,0,0,0.5,1.0,0.33,0.5,0,0,0.75,0,0.46,0.5
Alonzo Menifield,Fabio Cherant,0,0,3,0,1,0,1,0,Light Heavyweight,SUB Von Flue Choke,1,1:11,6597b611f1c32555,W,L,3 Rnd (5-5-5),Herb Dean,Von Flue Choke From Side Control,3 of 3,0 of 1,1.0,0.0,1,0,0,0,67,0,1.0,0.0,0,0,0,0,1.0,0.0,0,0,0,0,1.0,0.0
Abubakar Nurmagomedov,Jared Gooden,0,0,60,43,1,0,0,0,Welterweight,U-DEC,3,5:00,6597b611f1c32555,L,W,3 Rnd (5-5-5),Mark Smith,Dave Hagen27 - 30.Derek Cleary27 - 30.Mike Bell27 - 30.,43 of 136,60 of 120,0.31,0.5,0,0,0,0,0,258,0.27,0.43,0.48,1.0,1.0,1.0,0.28,0.49,1.0,0.8,0.83,0,0.54,0.61
Michal Oleksiejczuk,Modestas Bukauskas,0,0,56,58,0,0,0,0,Light Heavyweight,S-DEC,3,5:00,6597b611f1c32555,L,W,3 Rnd (5-5-5),Jason Herzog,Eric Colon29 - 28.Ron McCarthy28 - 29.Tony Weeks28 - 29.,58 of 167,56 of 122,0.34,0.45,0,0,0,0,4,69,0.3,0.32,0.67,0.9,0,0,0.35,0.45,0.38,1.0,0,0,0.36,0.53
Omar Morales,Shane Young,0,0,69,46,2,1,0,0,Featherweight,U-DEC,3,5:00,6597b611f1c32555,L,W,3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo27 - 30.Dave Hagen27 - 30.Sal D'amato27 - 30.,46 of 105,69 of 144,0.43,0.47,0,0,0,0,206,87,0.26,0.4,0.73,0.7,0.71,1.0,0.4,0.44,1.0,0.9,0,1.0,0.49,0.49
Marc-Andre Barriault,Abu Azaitar,1,0,141,108,0,0,0,0,Middleweight,KO/TKO Punches,3,4:56,6597b611f1c32555,W,L,3 Rnd (5-5-5),Jerin Valel,Punches to Head From Mount,141 of 275,108 of 219,0.51,0.49,0,0,0,0,360,123,0.49,0.33,0.82,0.74,0.86,0.94,0.43,0.44,0.68,0.79,0.7,0,0.56,0.54
Derek Brunson,Kevin Holland,0,0,43,36,6,1,1,0,Middleweight,U-DEC,5,5:00,c36e1f4fa755ffb4,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell45 - 49.Sal D'amato46 - 49.Junichiro Kamijo46 - 49.,43 of 93,36 of 74,0.46,0.48,1,0,0,0,1015,107,0.38,0.44,0.7,0.5,0.89,1.0,0.33,0.45,1.0,0.71,0.47,0.67,0.7,0.81
Max Griffin,Song Kenan,1,0,17,14,0,0,0,0,Welterweight,KO/TKO Punch,1,2:20,c36e1f4fa755ffb4,L,W,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,14 of 24,17 of 28,0.58,0.6,0,0,0,0,0,28,0.5,0.65,0.62,0.29,0.67,1.0,0.58,0.59,0,0,0,1.0,0.58,0.61
Montserrat Conejo Ruiz,Cheyanne Vlismas,0,0,15,31,4,0,2,0,Women's Strawweight,U-DEC,3,5:00,c36e1f4fa755ffb4,L,W,3 Rnd (5-5-5),Mark Smith,Mike Bell28 - 29.Junichiro Kamijo28 - 29.Bryan Miner27 - 29.,31 of 65,15 of 41,0.47,0.36,0,2,3,1,64,593,0.43,0.29,1.0,0.0,0,1.0,0.46,0.37,1.0,0,0.43,0,0.56,0.81
Adrian Yanez,Gustavo Lopez,2,0,41,23,0,0,0,0,Bantamweight,KO/TKO Punch,3,0:27,c36e1f4fa755ffb4,W,L,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,41 of 103,23 of 51,0.39,0.45,0,0,0,0,3,0,0.39,0.35,0.42,0.71,1.0,1.0,0.4,0.45,0,0,0.0,0,0.4,0.45
Tai Tuivasa,Harry Hunsucker,1,0,14,2,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:49,c36e1f4fa755ffb4,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,14 of 18,2 of 6,0.77,0.33,0,0,0,0,10,0,0.71,0.2,0,0,1.0,1.0,0.9,0.33,0,0,0.62,0,0.78,0.33
Macy Chiasson,Marion Reneau,0,0,51,30,1,2,0,0,Women's Bantamweight,U-DEC,3,5:00,c36e1f4fa755ffb4,L,W,3 Rnd (5-5-5),Mark Smith,Mike Bell28 - 29.Sal D'amato28 - 29.28 - 29.,30 of 63,51 of 138,0.47,0.36,0,0,0,1,135,228,0.35,0.26,0.54,0.75,0.9,0.88,0.46,0.3,0.56,0.87,0,0.5,0.63,0.5
Grant Dawson,Leonardo Santos,0,0,46,30,1,1,0,0,Lightweight,KO/TKO Punches,3,4:59,c36e1f4fa755ffb4,L,W,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,30 of 67,46 of 84,0.44,0.54,0,0,0,0,81,498,0.31,0.33,0.6,0.85,0.83,0.78,0.43,0.49,1.0,0.82,0,0.8,0.64,0.57
Trevin Giles,Roman Dolidze,0,0,27,32,1,1,1,2,Middleweight,U-DEC,3,5:00,c36e1f4fa755ffb4,W,L,3 Rnd (5-5-5),Herb Dean,Eric Colon28 - 29.Bryan Miner28 - 29.Adalaide Byrd28 - 29.,27 of 57,32 of 67,0.47,0.47,1,2,0,1,75,255,0.43,0.27,1.0,0.5,0.5,0.94,0.36,0.47,0.8,0.5,0.8,0.5,0.59,0.68
Montel Jackson,Jesse Strader,2,0,15,14,0,0,0,0,Bantamweight,KO/TKO Punch,1,1:58,c36e1f4fa755ffb4,W,L,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,15 of 26,14 of 25,0.57,0.56,0,0,0,0,16,1,0.5,0.43,1.0,0.43,1.0,0.73,0.42,0.55,0.75,0.0,0.7,1.0,0.58,0.56
Bruno Silva,JP Buys,3,0,37,17,1,0,0,1,Flyweight,KO/TKO Punch,2,2:56,c36e1f4fa755ffb4,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,37 of 61,17 of 56,0.6,0.3,0,1,0,0,231,62,0.57,0.19,0.67,0.57,1.0,0.71,0.6,0.28,0.5,0.67,0.62,0,0.7,0.49
Leon Edwards,Belal Muhammad,0,0,19,8,0,0,0,0,Welterweight,CNC,2,0:18,8c90c1563972e44d,NC,NC,5 Rnd (5-5-5-5-5),Herb Dean,Eye Poke by Edwards,19 of 39,8 of 26,0.48,0.3,0,0,0,0,19,33,0.34,0.3,0.83,0.33,1.0,0,0.5,0.26,0.0,0.67,0,0,0.5,0.44
Ryan Spann,Misha Cirkunov,1,0,16,5,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:11,8c90c1563972e44d,L,W,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,5 of 18,16 of 29,0.27,0.55,0,0,0,0,0,13,0.28,0.52,0,1.0,0,0,0.28,0.31,0,0,0,0.75,0.28,0.55
Dan Ige,Gavin Tucker,1,0,1,1,0,0,0,0,Featherweight,KO/TKO Punch,1,0:22,8c90c1563972e44d,W,L,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance,1 of 4,1 of 1,0.25,1.0,0,0,0,0,1,0,0.25,0,0,0,0,1.0,0.25,1.0,0,0,0,0,0.25,1.0
Davey Grant,Jonathan Martinez,1,1,48,29,0,0,0,0,Bantamweight,KO/TKO Punch,2,3:03,8c90c1563972e44d,L,W,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,29 of 71,48 of 110,0.4,0.43,0,0,0,0,25,3,0.28,0.22,0.83,0.63,1.0,0.94,0.39,0.43,0,0,0.6,1.0,0.41,0.44
Matheus Nicolau,Manel Kape,0,0,55,61,2,0,1,0,Flyweight,S-DEC,3,5:00,8c90c1563972e44d,L,W,3 Rnd (5-5-5),Mark Smith,Chris Lee28 - 29.Bryan Miner28 - 29.Dave Hagen29 - 28.,61 of 150,55 of 102,0.4,0.53,0,1,0,0,38,151,0.31,0.41,0.62,0.81,1.0,0.7,0.4,0.52,0.5,1.0,0.67,0.75,0.44,0.58
Eryk Anders,Darren Stewart,1,0,43,15,3,0,0,0,Middleweight,CNC,1,4:37,8c90c1563972e44d,NC,NC,3 Rnd (5-5-5),Herb Dean,Illegal Knee by Anders,43 of 63,15 of 42,0.68,0.35,0,0,0,0,155,0,0.67,0.22,1.0,1.0,0.67,0.75,0.53,0.29,0.79,1.0,0.88,0,0.73,0.41
Angela Hill,Ashley Yoder,0,0,77,34,1,2,0,0,Women's Strawweight,U-DEC,3,5:00,8c90c1563972e44d,W,L,3 Rnd (5-5-5),Mike Beltran,Mike Bell27 - 30.Sal D'amato27 - 30.Rick Winter27 - 30.,77 of 135,34 of 116,0.57,0.29,0,0,0,0,232,159,0.41,0.2,0.65,0.52,0.89,0.6,0.48,0.3,0.88,0.0,0.25,0,0.59,0.37
Charles Jourdain,Marcelo Rojo,2,0,106,74,0,1,0,0,Featherweight,KO/TKO Punch,3,4:31,8c90c1563972e44d,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Body In Clinch,106 of 220,74 of 204,0.48,0.36,0,0,0,0,177,28,0.41,0.17,0.6,0.76,0.94,0.93,0.45,0.34,0.78,0.65,0.49,0,0.52,0.38
Rani Yahya,Ray Rodriguez,0,0,8,3,2,0,1,0,Bantamweight,SUB Arm Triangle,2,3:09,8c90c1563972e44d,W,L,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Half Guard,8 of 13,3 of 18,0.61,0.16,1,0,0,0,420,0,0.0,0.12,0.5,0.5,0.88,0,0.62,0.17,0,0,0,0,0.65,0.43
Nasrat Haqparast,Rafa Garcia,0,0,99,52,0,0,0,0,Lightweight,U-DEC,3,5:00,8c90c1563972e44d,W,L,3 Rnd (5-5-5),Chris Tognoni,Chris Lee27 - 30.Junichiro Kamijo28 - 29.Tony Weeks28 - 29.,99 of 217,52 of 217,0.45,0.23,0,0,0,0,0,21,0.35,0.17,0.84,0.62,0.5,0.71,0.46,0.23,0,0.67,0,0,0.45,0.25
JJ Aldrich,Cortney Casey,0,0,45,55,4,0,0,0,Women's Flyweight,S-DEC,3,5:00,8c90c1563972e44d,L,W,3 Rnd (5-5-5),Mark Smith,Rick Winter28 - 29.Mike Bell28 - 29.Sal D'amato29 - 28.,55 of 131,45 of 80,0.41,0.56,0,0,0,0,2,344,0.33,0.55,0.75,0.67,0.92,0,0.39,0.56,0.59,0.57,0,0.56,0.6,0.59
Jinh Yu Frey,Gloria de Paula,0,0,24,31,2,0,2,0,Women's Strawweight,U-DEC,3,5:00,8c90c1563972e44d,L,W,3 Rnd (5-5-5),Mike Beltran,Sal D'amato28 - 29.Chris Lee28 - 29.Bryan Miner28 - 29.,31 of 63,24 of 79,0.49,0.3,0,2,0,0,5,573,0.38,0.16,0.78,0.6,1.0,0.92,0.46,0.24,1.0,1.0,0,0.75,0.54,0.4
Matthew Semelsberger,Jason Witt,1,0,3,4,0,0,0,0,Welterweight,KO/TKO Punch,1,0:16,8c90c1563972e44d,W,L,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,3 of 5,4 of 4,0.6,1.0,0,0,0,0,2,0,0.5,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0.33,0,0.6,1.0
Jan Blachowicz,Israel Adesanya,0,0,107,78,3,0,0,0,Light Heavyweight,U-DEC,5,5:00,6e2b1d631832921d,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato46 - 49.Derek Cleary45 - 49.Junichiro Kamijo45 - 49.,107 of 193,78 of 161,0.55,0.48,0,0,0,0,426,1,0.46,0.31,0.88,0.74,0.79,0.81,0.5,0.49,1.0,0.0,0.89,0.5,0.67,0.54
Amanda Nunes,Megan Anderson,0,0,18,2,0,0,2,0,Women's Featherweight,SUB Triangle Armbar,1,2:03,6e2b1d631832921d,W,L,5 Rnd (5-5-5-5-5),Jason Herzog,Triangle Armbar From Back Control,18 of 25,2 of 5,0.72,0.4,2,0,0,0,42,0,0.68,0.0,0,1.0,1.0,1.0,0.62,0.4,0,0,0.89,0,0.73,0.4
